Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
einige,Acc,Plur,Fem,,DET,,einige:16 | einigen:1
einige,Dat,Plur,,,DET,,einigen:657 | einige:4
einjährig,Dat,Sing,Fem,Pos,ADJ,Strong,einjähriger:3 | einjährigen:2
einmalig,Dat,Sing,Neut,Pos,ADJ,Strong,einmaligem:1 | einmaligen:1
einsam,Dat,Sing,Fem,Pos,ADJ,Strong,einsamen:1 | einsamer:1
einscannen,Acc,Sing,Masc,Pos,ADJ,Weak,eingescannten:1 | einzuscannenden:1
einschränken,Dat,Sing,Fem,Pos,ADJ,Strong,eingeschränkten:2 | eingeschränkter:2
einschränken,Acc,Sing,Fem,Pos,ADJ,Strong,eingeschränkte:3 | einzuschränkende:1
einstellen,Dat,Sing,Fem,Pos,ADJ,Strong,eingestellten:1 | eingestellter:1
einstweilig,Dat,Sing,Fem,Pos,ADJ,Strong,einstweiligen:25 | einstweiliger:1
einzeln,Dat,Plur,Fem,Pos,ADJ,Strong,einzelnen:26 | einzelne:1
einzeln,Acc,Plur,Masc,Pos,ADJ,Strong,einzelne:14 | einzelnen:1
einzeln,Dat,Sing,Masc,Pos,ADJ,,einzelnen:6 | einzelnem:2
einzeln,Dat,Sing,Neut,Pos,ADJ,Strong,einzelnen:3 | einzelne:1
einzeln,Acc,Sing,Neut,Pos,ADJ,Weak,einzelne:3 | einzelnen:1
einzeln,Acc,Sing,Fem,Pos,ADJ,Weak,einzelne:2 | einzelnen:2
einzig,Dat,Sing,Fem,Pos,ADJ,Strong,einzigen:15 | einziger:1
einzig,Acc,Sing,Neut,Pos,ADJ,Strong,einziges:9 | einzige:1
elektrisch,Dat,Sing,Fem,Pos,ADJ,Strong,elektrischer:3 | elektrischen:1
elektronisch,Dat,Sing,Masc,Pos,ADJ,Weak,elektronischen:61 | militärisch-elektronischen:1
elektronisch,Dat,Sing,Masc,Pos,ADJ,Strong,elektronischem:24 | elektronischen:9
elektronisch,Acc,Plur,Neut,Pos,ADJ,Strong,elektronische:20 | elektronischen:1
elektronisch,Acc,Plur,Masc,Pos,ADJ,Strong,elektronische:17 | elektronischen:1
elektronisch,Dat,Plur,Masc,Pos,ADJ,Strong,elektronischen:16 | elektronische:1 | mechanisch-elektronischen:1
elektronisch,Dat,Sing,Neut,Pos,ADJ,Strong,elektronischen:7 | elektronischem:4
elektronisch,Dat,Plur,Neut,Pos,ADJ,Strong,elektronischen:33 | elektronische:1
elektronisch,Dat,Sing,Fem,Pos,ADJ,Strong,elektronischer:17 | elektronischen:10 | elektronische:2
emotional,Dat,Sing,Fem,Pos,ADJ,Strong,emotionalen:1 | emotionaler:1
empfehlen,Acc,Sing,Masc,Pos,ADJ,Strong,empfohlenen:2 | empfehlenden:1
endgültig,Dat,Sing,Neut,Pos,ADJ,Strong,endgültigen:3 | endgültiges:1
eng,Dat,Sing,Fem,Pos,ADJ,Strong,enger:12 | engen:1
englisch,Dat,Sing,Neut,Pos,ADJ,Strong,englischen:2 | englisch:1
englisch,Acc,Plur,Fem,Pos,ADJ,Weak,englischen:2 | nicht-englischen:1
englisch,Acc,Sing,Fem,Pos,ADJ,Strong,englische:7 | schwizer-englische:1
englisch,Dat,Sing,Fem,Pos,ADJ,Weak,englischen:12 | us-englischen:2 | deutsch-englischen:1
englisch,Dat,Sing,Fem,Pos,ADJ,Strong,englischer:26 | englischen:8
englisch,Acc,Plur,Masc,Pos,ADJ,Weak,englischen:2 | nicht-englischen:1
englisch,Acc,Plur,Masc,Pos,ADJ,Strong,englische:2 | englischer:1
englisch,Acc,Plur,Neut,Pos,ADJ,Strong,englische:8 | englischen:1
englischsprachig,Dat,Sing,Neut,Pos,ADJ,Strong,englischsprachigem:1 | englischsprachigen:1
englischsprachig,Dat,Plur,Neut,Pos,ADJ,Strong,englischsprachigen:1 | nicht-englischsprachigen:1
enorm,Dat,Sing,Masc,Pos,ADJ,Strong,enormen:4 | enormem:1
enorm,Dat,Sing,Fem,Pos,ADJ,Strong,enormen:2 | enormer:1
entfernt,Dat,Sing,Masc,Pos,ADJ,Strong,entfernten:1 | entfernter:1
entscheiden,Dat,Sing,Fem,Pos,ADJ,Strong,entscheidender:5 | entscheidenden:1
entscheiden,Dat,Sing,Masc,Pos,ADJ,Weak,entscheidenden:2 | entschiedenem:1
entscheiden,Dat,Sing,Masc,Pos,ADJ,Strong,entscheidenden:1 | entschiedenen:1
entsprechen,Acc,Sing,Fem,Pos,ADJ,Strong,entsprechende:73 | entsprechender:1
entsprechen,Dat,Sing,Neut,Pos,ADJ,Strong,entsprechenden:9 | entsprechendem:6
entsprechen,Dat,Sing,Masc,Pos,ADJ,Strong,entsprechenden:10 | entsprechendem:4
entsprechen,Dat,Sing,Fem,Pos,ADJ,Strong,entsprechender:22 | entsprechenden:15
entsprechen,Acc,Plur,Masc,Pos,ADJ,Strong,entsprechende:13 | entsprechenden:1
entstehen,Acc,Sing,Fem,Pos,ADJ,Weak,entstandene:3 | entstehende:2
entstehen,Acc,Sing,Masc,Pos,ADJ,Weak,entstandenen:7 | entstehenden:4
entstehen,Acc,Plur,Neut,Pos,ADJ,Weak,entstehenden:11 | entstandenen:2
entstehen,Dat,Sing,Fem,Pos,ADJ,Weak,entstehenden:3 | entstandenen:1
entstehen,Dat,Sing,Neut,Pos,ADJ,Weak,entstandenen:1 | entstehenden:1
entstehen,Acc,Sing,Neut,Pos,ADJ,Weak,entstandene:4 | entstehende:1
entstehen,Acc,Plur,Masc,Pos,ADJ,Weak,entstandenen:2 | entstehenden:2
enttäuschen,Dat,Plur,Fem,Pos,ADJ,Strong,enttäuschenden:1 | enttäuschten:1
entwickeln,Dat,Sing,Masc,Pos,ADJ,Weak,entwickelten:9 | entwickelnden:1
entwickeln,Acc,Sing,Fem,Pos,ADJ,Weak,entwickelte:8 | entwickelnde:1
entwickeln,Acc,Sing,Neut,Pos,ADJ,Strong,entwickeltes:6 | entwickelndes:1
entwickeln,Acc,Sing,Masc,Pos,ADJ,Weak,entwickelten:8 | entwickelnden:4
entwickeln,Dat,Sing,Fem,Pos,ADJ,Weak,entwickelten:7 | entwickelnden:1
erbringen,Acc,Plur,Fem,Pos,ADJ,Strong,erbrachte:2 | erbrachten:1
erfolgen,Dat,Sing,Fem,Pos,ADJ,Strong,erfolgten:3 | erfolgter:2
erfolglos,Dat,Sing,Masc,Pos,ADJ,Strong,erfolglosem:1 | erfolglosen:1
erfolgreich,Dat,Sing,Fem,Pos,ADJ,Strong,erfolgreicher:6 | erfolgreichen:4
erfolgreich,Dat,Sing,Neut,Pos,ADJ,Strong,erfolgreichem:3 | erfolgreichen:3
erfolgreich,Dat,Sing,Masc,Pos,ADJ,Strong,erfolgreichem:8 | erfolgreichen:5
erfolgreich,Acc,Plur,Masc,Pos,ADJ,Strong,erfolgreiche:2 | erfolgreichen:1
erfolgreich,Acc,Plur,Fem,Pos,ADJ,Strong,erfolgreiche:2 | erfolgreichen:1
erheblich,Dat,Sing,Masc,Pos,ADJ,Strong,erheblichem:8 | erheblichen:4
erheblich,Dat,Sing,Neut,Pos,ADJ,Strong,erheblichem:5 | erheblichen:3
erheblich,Dat,Sing,Fem,Pos,ADJ,Strong,erheblicher:4 | erheblichen:3
erhöhen,Dat,Sing,Fem,Pos,ADJ,Strong,erhöhter:2 | erhöhten:1
erhöht,Dat,Sing,Fem,Pos,ADJ,Strong,erhöhter:2 | erhöhten:1
erneuen,Dat,Sing,Fem,Pos,ADJ,Strong,erneuten:9 | erneuter:1
erneut,Dat,Sing,Fem,Pos,ADJ,Strong,erneuter:2 | erneuten:1
ernst,Dat,Sing,Fem,Pos,ADJ,Strong,ernsten:1 | ernster:1
erscheinen,Dat,Sing,Fem,Pos,ADJ,,erscheinenden:16 | erschienenen:2
erscheinen,Dat,Sing,Neut,Pos,ADJ,Weak,erschienenen:2 | erschienenem:1
erst,Dat,Sing,Fem,Pos,ADJ,Strong,erster:170 | ersten:91
erst,Dat,Sing,Masc,Pos,ADJ,Strong,ersten:54 | erstem:2
erst,Dat,Sing,Neut,Pos,ADJ,Strong,ersten:24 | erstem:4
erst,Acc,Plur,Fem,Pos,ADJ,Strong,erste:12 | ersten:3
erst,Dat,Plur,Neut,Pos,ADJ,Strong,ersten:19 | erste:1
erst,Acc,Plur,Neut,Pos,ADJ,Strong,erste:6 | ersten:2
erst,Acc,Plur,Masc,Pos,ADJ,Strong,erste:4 | ersten:2
erteilen,Acc,Sing,Neut,Pos,ADJ,Strong,erteiltes:2 | erteilte:1
erwarten,Dat,Sing,Fem,Pos,ADJ,Weak,erwarteten:20 | erwartenden:1
erwarten,Dat,Sing,Fem,Pos,ADJ,Strong,erwarteten:3 | erwartenden:1 | erwartender:1 | erwarteter:1
erwarten,Acc,Plur,Fem,Pos,ADJ,Weak,erwarteten:6 | erwartenden:1
erwarten,Acc,Sing,Neut,Pos,ADJ,Weak,erwartete:10 | erwartende:1
erwarten,Acc,Plur,Neut,Pos,ADJ,Weak,erwarteten:6 | erwartenden:2
erwarten,Dat,Plur,Masc,Pos,ADJ,Weak,erwarteten:9 | erwartenden:3
erwarten,Dat,Sing,Masc,Pos,ADJ,Weak,erwarteten:19 | erwartenden:1
erwarten,Dat,Sing,Masc,Pos,ADJ,Strong,erwarteten:4 | erwartenden:1 | erwartetem:1
erwarten,Dat,Plur,Fem,Pos,ADJ,,erwarteten:9 | erwartenden:5
erwarten,Acc,Sing,Masc,Pos,ADJ,Weak,erwarteten:30 | erwartenden:6
erwarten,Acc,Plur,Masc,Pos,ADJ,Weak,erwarteten:20 | erwartenden:5
erwarten,Dat,Sing,Neut,Pos,ADJ,,erwarteten:8 | erwartenden:2
erweitern,Dat,Sing,Neut,Pos,ADJ,Strong,erweiterten:3 | erweitertem:1
erweitern,Dat,Sing,Fem,Pos,ADJ,Strong,erweiterten:3 | erweiterter:1
erweitern,Acc,Sing,Neut,Pos,ADJ,Strong,erweitertes:5 | erweiterte:1
erwerben,Acc,Plur,Neut,Pos,ADJ,Strong,erworbene:2 | erworbenen:1
es,Acc,Sing,Neut,,PRON,,es:947 | 's:46 | s:13
es,Dat,Sing,Neut,,PRON,,ihm:190 | es:1
ethisch,Acc,Plur,Neut,Pos,ADJ,Strong,ethische:1 | ethischen:1
etliche,Acc,Sing,Neut,,DET,,etliche:1 | etliches:1
europäisch,Dat,Sing,Masc,Pos,ADJ,,europäischen:118 | europäischem:6
europäisch,Dat,Sing,Neut,Pos,ADJ,Strong,europäischen:4 | europäischem:3 | pan-europäischen:2
europäisch,Acc,Plur,Masc,Pos,ADJ,Strong,europäische:10 | europäischen:1
europäisch,Acc,Sing,Fem,Pos,ADJ,,europäische:49 | pan-europäische:2
europäisch,Acc,Plur,Neut,Pos,ADJ,Strong,europäische:17 | europäischen:1
europäisch,Acc,Sing,Masc,Pos,ADJ,,europäischen:90 | pan-europäischen:3
europäisch,Dat,Sing,Fem,Pos,ADJ,Strong,europäischer:22 | europäischen:2
europäisch,Dat,Plur,Fem,Pos,ADJ,Strong,europäischen:17 | nicht-europäischen:1
europäisch,Dat,Plur,Masc,Pos,ADJ,Strong,europäischen:31 | nicht-europäischen:1
eventuell,Dat,Sing,Masc,Pos,ADJ,Strong,eventuellen:4 | eventuellem:2
existieren,Dat,Plur,Neut,Pos,ADJ,Strong,existierenden:5 | existierender:1
exklusiv,Dat,Sing,Fem,Pos,ADJ,Strong,exklusiver:1 | nicht-exklusiven:1
extern,Dat,Sing,Fem,Pos,ADJ,Strong,externen:3 | externer:1
extern,Dat,Plur,Neut,Pos,ADJ,Strong,externen:6 | externe:1
extern,Dat,Sing,Masc,Pos,ADJ,Strong,externen:7 | externem:4
extrem,Dat,Sing,Fem,Pos,ADJ,Strong,extremem:1 | extremen:1 | extremer:1
fair,Dat,Sing,Masc,Pos,ADJ,Strong,fairen:2 | fairem:1
faktisch,Acc,Sing,Fem,Pos,ADJ,Weak,faktische:2 | faktischen:1
fallen,Acc,Plur,Masc,Pos,ADJ,Weak,fallenden:6 | gefallenen:1
fallen,Dat,Sing,Fem,Pos,ADJ,Strong,fallender:2 | gefallenen:1
falsch,Dat,Sing,Fem,Pos,ADJ,Strong,falscher:9 | falschen:5
falsch,Dat,Sing,Masc,Pos,ADJ,Strong,falschem:6 | falschen:1
falsch,Acc,Sing,Neut,Pos,ADJ,Strong,falsches:4 | falsche:1
falsch,Dat,Sing,Neut,Pos,ADJ,Strong,falschen:2 | falschem:1
fehlen,Dat,Sing,Neut,Pos,ADJ,Strong,fehlendem:1 | fehlenden:1
fehlerhaft,Dat,Sing,Fem,Pos,ADJ,Strong,fehlerhaften:2 | fehlerhafter:1
feindlich,Acc,Plur,Masc,Pos,ADJ,Strong,feindliche:1 | us-feindliche:1
feindlich,Acc,Sing,Masc,Pos,ADJ,Strong,feindlichen:1 | microsoft-feindlichen:1
fern,Dat,Sing,Fem,Pos,ADJ,Strong,ferner:3 | fernen:2
fest,Dat,Sing,Fem,Pos,ADJ,Strong,festen:9 | fester:6
fest,Dat,Sing,Masc,Pos,ADJ,Strong,festen:5 | festem:1
finanziell,Dat,Sing,Fem,Pos,ADJ,Strong,finanzieller:9 | finanziellen:7
finanziell,Acc,Plur,Neut,Pos,ADJ,Strong,finanzielle:15 | finanziellen:1
finanziell,Acc,Plur,Fem,Pos,ADJ,Strong,finanzielle:21 | finanziellen:1
finanziell,Dat,Plur,Neut,Pos,ADJ,Strong,finanziellen:6 | finanzielle:1
finanziell,Dat,Sing,Masc,Pos,ADJ,Strong,finanziellen:6 | finanziellem:2
finanziell,Dat,Sing,Neut,Pos,ADJ,Strong,finanziellem:1 | finanziellen:1
finnisch,Dat,Sing,Neut,Pos,ADJ,Weak,finnischen:1 | spanisch-finnischen:1
flächendeckend,Dat,Sing,Fem,Pos,ADJ,Strong,flächendeckender:2 | flächendeckenden:1
folgend,Acc,Plur,Neut,Pos,ADJ,Strong,folgende:1 | folgenden:1
fordern,Acc,Sing,Fem,Pos,ADJ,Weak,geforderte:14 | fordernde:1
fordern,Acc,Plur,Neut,Pos,ADJ,Weak,geforderten:2 | fordernden:1
fortschreiten,Dat,Sing,Fem,Pos,ADJ,Strong,fortschreitenden:2 | fortgeschrittenen:1 | fortschreitender:1
fortschreiten,Acc,Sing,Fem,Pos,ADJ,Weak,fortgeschrittene:2 | fortschreitende:1
fortsetzen,Acc,Sing,Masc,Pos,ADJ,Weak,fortgesetzten:1 | fortsetzenden:1
fortsetzen,Dat,Sing,Fem,Pos,ADJ,Strong,fortgesetzten:1 | fortgesetzter:1
frankfurter,Acc,Sing,Fem,Pos,ADJ,Weak,frankfurter:11 | londoner/frankfurter:1
französisch,Dat,Sing,Neut,Pos,ADJ,Weak,französischen:10 | deutsch-französischen:1
französisch,Dat,Sing,Neut,Pos,ADJ,Strong,französischem:2 | französisch:1 | französischen:1
französisch,Acc,Sing,Fem,Pos,ADJ,Strong,französische:2 | französischen:1
französisch,Acc,Sing,Masc,Pos,ADJ,Strong,französischen:3 | französisch:1
französisch,Dat,Sing,Masc,Pos,ADJ,Strong,französischen:2 | französischem:1
französisch,Acc,Plur,Masc,Pos,ADJ,Strong,französische:12 | französischen:1
frei,Acc,Sing,Fem,Pos,ADJ,Weak,freie:20 | sony-freie:1
frei,Acc,Sing,Fem,Pos,ADJ,Strong,freie:43 | cookie-freie:1 | freier:1
frei,Acc,Plur,Masc,Pos,ADJ,Strong,freie:7 | regionalcode-freie:1
frei,Dat,Sing,Masc,Pos,ADJ,Strong,freiem:13 | freien:7
frei,Dat,Sing,Fem,Pos,ADJ,Strong,freier:8 | freien:6 | cookie-freier:1 | patent-freier:1
fremd,Dat,Sing,Masc,Pos,ADJ,Strong,fremden:6 | fremdem:1
freundlich,Dat,Sing,Fem,Pos,ADJ,Strong,freundlicher:4 | freundlichen:2
freundlich,Dat,Sing,Neut,Pos,ADJ,Strong,freundlichem:2 | freundlichen:1
freundlich,Acc,Sing,Masc,Pos,ADJ,Strong,freundlichen:2 | freundliche:1 | microsoft-freundlichen:1
friedlich,Dat,Sing,Fem,Pos,ADJ,Strong,friedlichen:2 | friedlicher:1
fristlos,Dat,Sing,Fem,Pos,ADJ,Strong,fristlosen:1 | fristloser:1
früh,Dat,Sing,Masc,Cmp,ADJ,Strong,früheren:7 | früherem:1
früh,Dat,Sing,Fem,Pos,ADJ,Strong,frühen:3 | früher:1
früh,Dat,Sing,Fem,Cmp,ADJ,Strong,früheren:9 | früherer:1
fundamental,Dat,Sing,Fem,Pos,ADJ,Strong,fundamentalen:1 | fundamentaler:1
funktionieren,Dat,Sing,Fem,Pos,ADJ,Strong,funktionierenden:1 | funktionierender:1
fähig,Acc,Plur,Masc,Pos,ADJ,Strong,internet-fähige:2 | ultra-ata/100-fähige:1
fähig,Dat,Plur,Fem,Pos,ADJ,Strong,"1,5-volt-fähigen:1 | nds-fähigen:1 | odbc-fähigen:1 | ultra-ata/100-fähigen:1"
fähig,Dat,Plur,Neut,Pos,ADJ,Strong,internet-fähigen:4 | bluetooth-fähigen:1 | directx-fähigen:1 | netzwerk-fähigen:1 | sata-fähigen:1 | tapi-fähigen:1
fähig,Acc,Sing,Neut,Pos,ADJ,Strong,sms-fähiges:1 | wap-fähiges:1
fähig,Dat,Sing,Masc,Pos,ADJ,Strong,bluetooth-fähigen:1 | java-fähigen:1 | usb-2.0-fähigen:1
fähig,Acc,Sing,Masc,Pos,ADJ,Strong,2.0-fähigen:1 | 4x-fähigen:1 | appletalk-fähigen:1 | fähigen:1 | internet-fähigen:1 | java-fähigen:1 | jdk-1.1.2-fähigen:1 | jini-fähigen:1 | mac-os-x-fähigen:1 | mp3-fähigen:1 | ntsc-fähigen:1 | online-fähigen:1 | vierkanal-fähigen:1
fähig,Acc,Sing,Fem,Pos,ADJ,Strong,hbci-fähige:1 | internet-fähige:1
fähig,Dat,Sing,Fem,Pos,ADJ,Weak,jahr-2000-fähigen:2 | gprs-fähigen:1 | java-fähigen:1
fähig,Acc,Plur,Neut,Pos,ADJ,Strong,wap-fähige:3 | internet-fähige:1
fähig,Dat,Sing,Neut,Pos,ADJ,Strong,fähigen:1 | rückkanal-fähigen:1
fähig,Acc,Plur,Fem,Pos,ADJ,Weak,internet-fähigen:1 | streaming-fähigen:1
fähig,Dat,Plur,Masc,Pos,ADJ,Strong,it-fähigen:1 | ultra-ata/100-fähigen:1
führen,Acc,Sing,Masc,Pos,ADJ,Weak,führenden:4 | geführten:1
führen,Acc,Sing,Fem,Pos,ADJ,Weak,führende:8 | geführte:2 | spd-geführte:1
führen,Acc,Sing,Fem,Pos,ADJ,Strong,führende:23 | geführte:2 | geführten:1
führen,Dat,Plur,Neut,Pos,ADJ,Weak,führenden:5 | geführten:1
führen,Dat,Sing,Neut,Pos,ADJ,Strong,führendem:1 | geführten:1
führen,Dat,Plur,Fem,Pos,ADJ,Strong,führenden:4 | geführte:1 | geführten:1
führen,Acc,Sing,Neut,Pos,ADJ,Weak,führende:1 | geführte:1
führen,Dat,Sing,Masc,Pos,ADJ,Strong,führenden:11 | führendem:1
führen,Dat,Sing,Masc,Pos,ADJ,Weak,führenden:14 | geführten:2
führen,Dat,Plur,Masc,Pos,ADJ,Weak,führenden:17 | geführten:1
führen,Dat,Sing,Fem,Pos,ADJ,Strong,führenden:1 | führender:1
führen,Dat,Sing,Fem,Pos,ADJ,Weak,führenden:7 | geführten:4 | cdu-geführten:1
ganz,Dat,Sing,Neut,Pos,ADJ,Strong,ganz:12 | ganzen:5 | ganzem:1
ganz,Acc,Sing,Neut,Pos,ADJ,Strong,ganzes:14 | ganz:3
ganz,Dat,Sing,Fem,Pos,ADJ,Strong,ganzen:16 | ganzer:7
ganz,Acc,Sing,Fem,Pos,ADJ,Strong,ganze:74 | ganzen:1
ganz,Acc,Plur,Masc,Pos,ADJ,Strong,ganze:2 | ganzen:1
ganze,Acc,,,,NOUN,,ganze:2 | ganzes:1
geben,Dat,Sing,Masc,Pos,ADJ,Strong,gegebenen:3 | gegebenem:1
geben,Dat,Sing,Fem,Pos,ADJ,Strong,gegebenen:4 | gegebener:2
gefährlich,Dat,Sing,Masc,Pos,ADJ,Strong,gefährlichem:1 | gefährlichen:1
gefährlich,Dat,Sing,Neut,Pos,ADJ,Weak,gefährlichem:1 | gefährlichen:1
gegenwärtig,Dat,Sing,Masc,Pos,ADJ,Strong,gegenwärtigen:2 | gegenwärtigem:1
geheim,Dat,Sing,Fem,Pos,ADJ,Strong,geheimen:3 | geheimer:1
gehen,Acc,Plur,Masc,Pos,ADJ,Strong,gehende:2 | gegangene:1
gehen,Acc,Sing,Neut,Pos,ADJ,Weak,gegangene:2 | gehende:1
gehen,Acc,Sing,Neut,Pos,ADJ,Strong,gegangenes:1 | gehendes:1
gehen,Acc,Sing,Fem,Pos,ADJ,Weak,gehende:2 | gegangene:1
gehen,Dat,Sing,Fem,Pos,ADJ,Weak,gegangenen:1 | gehenden:1
gehen,Dat,Sing,Masc,Pos,ADJ,Weak,gegangenen:2 | gehenden:1
gehören,Acc,Sing,Fem,Pos,ADJ,Weak,gehörte:2 | gehörende:1
geistig,Dat,Sing,Neut,Pos,ADJ,Strong,geistigem:8 | geistigen:1
gemeinnützig,Dat,Sing,Fem,Pos,ADJ,Strong,gemeinnützigen:2 | gemeinnütziger:1
gemeinsam,Dat,Sing,Masc,Pos,ADJ,Strong,gemeinsamen:14 | gemeinsamem:1
gemeinsam,Dat,Sing,Fem,Pos,ADJ,Strong,gemeinsamen:51 | gemeinsamer:2
genannt,Acc,Sing,Neut,Pos,ADJ,Strong,genanntes:2 | genannte:1
genau,Acc,Plur,Fem,Cmp,ADJ,Strong,genauere:5 | genaueren:2
genau,Dat,Sing,Fem,Pos,ADJ,Strong,genauen:4 | genauer:1
genau,Dat,Sing,Masc,Pos,ADJ,Strong,genauen:1 | genauer:1
genau,Acc,Sing,Fem,Pos,ADJ,Weak,genaue:17 | nanometer-genaue:1
genau,Acc,Plur,Fem,Pos,ADJ,Strong,genaue:7 | genauen:3
generell,Dat,Sing,Fem,Pos,ADJ,Strong,generellen:7 | generelle:1
generieren,Dat,Plur,Fem,Pos,ADJ,Strong,computer-generierten:1 | generierten:1
geometrisch,Dat,Sing,Fem,Pos,ADJ,Strong,geometrisch:1 | geometrischen:1
gerecht,Acc,Sing,Fem,Pos,ADJ,Strong,gerechte:1 | tv-gerechte:1
gerichtlich,Acc,Plur,Fem,Pos,ADJ,Strong,gerichtliche:1 | gerichtlichen:1
gerichtlich,Dat,Sing,Masc,Pos,ADJ,Strong,gerichtlichem:3 | gerichtlichen:2
gerichtlich,Dat,Sing,Fem,Pos,ADJ,Strong,gerichtlichen:8 | gerichtlicher:1
gering,Dat,Sing,Fem,Pos,ADJ,Strong,geringer:16 | geringen:4
gering,Dat,Sing,Masc,Pos,ADJ,Strong,geringem:18 | geringen:6
gering,Dat,Sing,Neut,Cmp,ADJ,Strong,geringerem:6 | geringeren:1
gering,Dat,Sing,Neut,Pos,ADJ,Strong,geringem:5 | geringen:1
gering,Dat,Sing,Masc,Cmp,ADJ,Strong,geringeren:6 | geringerem:5
gering,Dat,Sing,Fem,Cmp,ADJ,Strong,geringerer:11 | geringeren:3
gesamt,Acc,Sing,Neut,Pos,ADJ,Strong,gesamt:1 | gesamtes:1
gesamt,Dat,Sing,Neut,Pos,ADJ,Weak,gesamten:67 | gesamtem:2
gesamt,Dat,Sing,,Pos,ADJ,Weak,gesamtem:1 | gesamten:1
geschäftlich,Dat,Sing,Fem,Pos,ADJ,Strong,geschäftlicher:3 | geschäftlichen:2 | geschäftlichem:1
geschäftlich,Dat,Sing,Neut,Pos,ADJ,Strong,geschäftlichen:2 | geschäftlichem:1
gesellschaftlich,Dat,Sing,Fem,Pos,ADJ,Strong,gesellschaftlicher:2 | gesellschaftlichen:1
gesellschaftlich,Acc,Plur,Neut,Pos,ADJ,Strong,gesellschaftliche:3 | gesellschaftlichen:1
gesetzlich,Acc,Plur,Fem,Pos,ADJ,Strong,gesetzliche:8 | gesetzlichen:1
gesetzlich,Dat,Sing,Fem,Pos,ADJ,Strong,gesetzlicher:2 | gesetzlichen:1
gesundheitlich,Acc,Plur,Neut,Pos,ADJ,Strong,gesundheitliche:1 | gesundheitlichen:1
gewaltig,Dat,Sing,Masc,Pos,ADJ,Strong,gewaltigen:5 | gewaltigem:2
gewerblich,Dat,Plur,Masc,Pos,ADJ,Strong,gewerblichen:3 | nicht-gewerblichen:1
gewerkschaftlich,Acc,Sing,Fem,Pos,ADJ,Strong,gewerkschaftliche:3 | anti-gewerkschaftliche:1
gewinnen,Dat,Plur,Neut,Pos,ADJ,Weak,gewinnenden:1 | gewonnenen:1
gewiss,Dat,Sing,Fem,Pos,ADJ,Strong,gewissen:16 | gewisser:6
gewiss,Dat,Sing,Masc,Pos,ADJ,Strong,gewissen:4 | gewissem:3
gewiss,Dat,Sing,Neut,Pos,ADJ,Strong,gewissen:2 | gewissem:1
gewiß,Acc,Sing,Fem,Pos,ADJ,Strong,gewisse:4 | gewiße:1
gewohnt,Dat,Sing,Fem,Pos,ADJ,Strong,gewohnter:7 | gewohnten:1
gewohnt,Dat,Sing,Masc,Pos,ADJ,Strong,gewohnten:2 | gewohntem:1
gleich,Dat,Sing,Masc,Pos,ADJ,,gleichen:190 | gleichem:30
gleich,Acc,Sing,Neut,Pos,ADJ,Strong,gleiche:1 | gleiches:1
gleichzeitig,Dat,Plur,Fem,Pos,ADJ,Strong,gleichzeitigen:1 | gleichzeitiger:1
gleichzeitig,Dat,Sing,Masc,Pos,ADJ,Strong,gleichzeitigen:4 | gleichzeitigem:3
gleichzeitig,Dat,Sing,Fem,Pos,ADJ,Strong,gleichzeitiger:9 | gleichzeitigen:1
global,Dat,Sing,Fem,Pos,ADJ,Strong,globalen:7 | globaler:6 | globale:1
global,Acc,Plur,Fem,Pos,ADJ,Weak,globale:1 | globalen:1
gläsern,Dat,Sing,Masc,Pos,ADJ,Strong,gläsernem:1 | gläsernen:1
grafisch,Dat,Sing,Fem,Pos,ADJ,Strong,grafischer:4 | grafischen:1
groß,Dat,Sing,Masc,Pos,ADJ,Strong,großem:61 | großen:42
groß,Acc,Sing,Fem,Pos,ADJ,Strong,große:160 | grosse:1
groß,Acc,Sing,Fem,Pos,ADJ,Weak,"große:33 | 7,7-mbyte-große:1"
groß,Dat,Sing,Fem,Sup,ADJ,Strong,größter:9 | größten:2
groß,Dat,Sing,Neut,Pos,ADJ,Strong,großen:28 | großem:22
groß,Dat,Sing,Neut,Pos,ADJ,Weak,großen:17 | große:1
groß,Acc,Sing,Masc,Pos,ADJ,Strong,großen:181 | grossen:1
groß,Acc,Plur,Fem,Cmp,ADJ,Strong,größere:17 | grössere:1
groß,Dat,Sing,Fem,Pos,ADJ,Strong,großer:58 | großen:40
groß,Dat,Sing,Neut,Cmp,ADJ,Strong,größeren:10 | größerem:9
groß,Dat,Sing,Masc,Cmp,ADJ,Strong,größerem:13 | größeren:7
groß,Dat,Sing,Masc,,PROPN,,großen:8 | grossen:1
groß,Dat,Sing,Masc,Sup,ADJ,Strong,größtem:6 | größten:1
groß,Acc,Plur,Fem,Pos,ADJ,Strong,große:45 | großen:2
groß,Acc,Plur,Masc,Pos,ADJ,Strong,große:19 | großen:2
groß,Dat,Sing,Fem,Cmp,ADJ,Strong,größeren:17 | größerer:8
groß,Dat,Plur,Fem,Pos,ADJ,Strong,großen:63 | grossen:1
groß,Dat,Plur,Fem,Pos,ADJ,,großen:3 | große:1
groß,Dat,Plur,Neut,Cmp,ADJ,Strong,größeren:19 | größere:1
groß,Acc,Plur,Masc,Sup,ADJ,Strong,größte:1 | größten:1
grundlegend,Dat,Sing,Fem,Pos,ADJ,Strong,grundlegenden:2 | grundlegender:2
