Lemma,Case,Number,Gender,Degree,Upos,Forms
AOL-Zentrale,Acc,Sing,Fem,,NOUN,AOL-Zentrale
AOL-Zugang,Acc,Sing,Masc,,NOUN,AOL-Zugang
AOL-Zugang,Dat,Sing,Masc,,NOUN,AOL-Zugang
AOL-Zugangssoftware,Dat,Sing,Fem,,NOUN,AOL-Zugangssoftware
AOL-Zugangssoftware,Acc,Sing,Fem,,NOUN,AOL-Zugangssoftware
AOL/Time,Dat,Sing,Fem,,NOUN,AOL/Time
AOL/Time-Warner-Fusion,Acc,Sing,Fem,,NOUN,AOL/Time-Warner-Fusion
AOLCard,Acc,Sing,Fem,,NOUN,AOLCard
AOLCard-Besitzer,Acc,Sing,Masc,,NOUN,AOLCard-Besitzer
AOWD,Acc,Sing,Masc,,PROPN,AOWD
AP,Dat,Sing,,,PROPN,AP
AP,Acc,Sing,,,PROPN,AP
AP-Meldung,Dat,Plur,Fem,,NOUN,AP-Meldungen
APD,Dat,Sing,Fem,,NOUN,APD
API,Dat,Sing,,,PROPN,API
API,Acc,Sing,,,PROPN,API
API-Erweiterung,Acc,Plur,Fem,,NOUN,API-Erweiterungen
API-Programm,Dat,Sing,Neut,,NOUN,API-Programm
APIs,Dat,Plur,,,NOUN,APIs
AR-System,Acc,Plur,Neut,,NOUN,AR-Systeme
ARB-Mitglied,Dat,Plur,Neut,,NOUN,ARB-Mitgliedern
ARD,Dat,Sing,Fem,,PROPN,ARD
ARD,Dat,Sing,Neut,,PROPN,ARD
ARD,Dat,Sing,Fem,,NOUN,ARD
ARD,Dat,,,,NOUN,ARD
ARD,Acc,,,,NOUN,ARD
ARD-Hauptstadtstudio,Dat,Sing,Neut,,NOUN,ARD-Hauptstadtstudio
ARD-Magazin,Dat,Sing,Neut,,NOUN,ARD-Magazin
ARD-Morgenmagazin,Dat,Sing,Neut,,NOUN,ARD-Morgenmagazin
ARD-Plusminus,Dat,Sing,Neut,,NOUN,ARD-Plusminus
ARD-Portal,Acc,Sing,Neut,,NOUN,ARD-Portal
ARD-Ratgeber,Dat,Sing,Masc,,NOUN,ARD-Ratgeber
ARD-Sendung,Dat,Sing,Fem,,NOUN,ARD-Sendung
ARD-online,Dat,Sing,,,PROPN,ARD-online
ARD/ZDF-Online-Studie,Dat,Sing,Fem,,NOUN,ARD/ZDF-Online-Studie
ARM,Acc,Sing,Masc,,PROPN,ARM
ARM,Dat,Sing,,,PROPN,ARM
ARM,Acc,Sing,,,PROPN,ARM
ARM-Aktie,Dat,Plur,Fem,,NOUN,ARM-Aktien
ARM-Anteil,Dat,Plur,Masc,,NOUN,ARM-Anteilen
ARM-Architektur,Dat,Sing,Fem,,NOUN,ARM-Architektur
ARM-CPU,Acc,Plur,Fem,,NOUN,ARM-CPUs
ARM-CPU,Dat,Plur,Fem,,NOUN,ARM-CPUs
ARM-Cores,Dat,Plur,,,NOUN,ARM-Cores
ARM-Plattform,Acc,Sing,Fem,,NOUN,ARM-Plattform
ARM-Prozessor,Dat,Plur,Masc,,NOUN,ARM-Prozessoren
ARM-Prozessor,Acc,Sing,Masc,,NOUN,ARM-Prozessor
ARM-Prozessorarchitektur,Acc,Sing,Fem,,NOUN,ARM-Prozessorarchitektur
ARM-Prozessorfamilie,Acc,Sing,Fem,,NOUN,ARM-Prozessorfamilie
ARM-Prozessorteil,Acc,Sing,Masc,,NOUN,ARM-Prozessorteil
ARM-Technologie,Dat,Sing,Fem,,NOUN,ARM-Technologie
ARM-V.5TE,Dat,,,,NOUN,ARM-V.5TE
ARM5VTE-Architektur,Dat,Sing,Fem,,NOUN,ARM5VTE-Architektur
ARM7-Risc-Prozessor,Dat,Sing,Masc,,NOUN,ARM7-Risc-Prozessor
ARM920T-Core,Dat,Sing,Masc,,NOUN,ARM920T-Core
ARM9E-Prozessor,Dat,Sing,Masc,,NOUN,ARM9E-Prozessor
AS,Dat,Sing,Masc,,PROPN,AS
AS,Acc,Sing,Masc,,PROPN,AS
AS,Acc,Sing,,,PROPN,AS
AS,Dat,Plur,Fem,,PROPN,AS
AS/400-Anwender,Acc,Plur,Masc,,NOUN,AS/400-Anwender
ASCAP,Acc,Plur,,,NOUN,ASCAP
ASCAP-Mitglied,Dat,Plur,Neut,,NOUN,ASCAP-Mitgliedern
ASCI-Programm,Dat,Sing,Neut,,NOUN,ASCI-Programm
ASCI-Red-Ferraris,Dat,Plur,,,NOUN,ASCI-Red-Ferraris
ASCII-Art,Acc,Sing,Fem,,NOUN,ASCII-Art
ASCII-Folge,Dat,Sing,Fem,,NOUN,ASCII-Folge
ASCII-String,Acc,Sing,Masc,,NOUN,ASCII-String
ASCII-Text,Dat,Sing,Masc,,NOUN,ASCII-Text
ASCII-Text,Acc,Plur,Masc,,NOUN,ASCII-Texte
ASCII-Zeichen,Dat,Plur,Neut,,NOUN,ASCII-Zeichen
ASCII-Zeichencode,Dat,Plur,Masc,,NOUN,ASCII-Zeichencodes
ASCII-Zeichensatz,Dat,Sing,Masc,,NOUN,ASCII-Zeichensatz
ASCII-Zeichensatz,Acc,Sing,Masc,,NOUN,ASCII-Zeichensatz
ASCSA,Dat,Sing,Fem,,PROPN,ASCSA
ASEAN,Dat,Plur,Masc,,PROPN,ASEAN
ASEAN-Region,Dat,Sing,Fem,,NOUN,ASEAN-Region
ASF-Datei,Dat,Plur,Fem,,NOUN,ASF-Dateien
ASF-Format,Acc,Plur,Neut,,NOUN,ASF-Formate
ASIC-Serie,Dat,Sing,Fem,,NOUN,ASIC-Serie
ASIO-Gesetz,Acc,Sing,Neut,,NOUN,ASIO-Gesetz
ASIO-Treiber,Acc,Sing,Masc,,NOUN,ASIO-Treiber
ASP-Datei,Acc,Plur,Fem,,NOUN,ASP-Dateien
ASP-Dienstleistung,Acc,Plur,Fem,,NOUN,ASP-Dienstleistungen
ASP-Dienstleistung,Dat,Plur,Fem,,NOUN,ASP-Dienstleistungen
ASP-Fehler,Dat,Sing,Masc,,NOUN,ASP-Fehler
ASP-Implementierung,Dat,Sing,Fem,,NOUN,ASP-Implementierung
ASP-Konzept,Dat,Sing,Neut,,NOUN,ASP-Konzept
ASP-Landschaft,Dat,Sing,Fem,,NOUN,ASP-Landschaft
ASP-Modell,Dat,Sing,Neut,,NOUN,ASP-Modell
ASP-Modell,Acc,Sing,Neut,,NOUN,ASP-Modell
ASP-Server,Acc,Sing,Masc,,NOUN,ASP-Server
ASPs,Dat,Plur,,,NOUN,ASPs
ASR,Dat,Sing,Fem,,PROPN,ASR
ASUS,Dat,Sing,,,PROPN,ASUS
AStA-Seite,Dat,Plur,Fem,,NOUN,AStA-Seiten
AStA-Zeitung,Dat,Sing,Fem,,NOUN,AStA-Zeitung
AT,Acc,,,,PROPN,AT
AT&T,Dat,Sing,,,PROPN,AT&T
AT&T,Acc,Sing,,,PROPN,AT&T
AT&T-Abteilung,Dat,Sing,Fem,,NOUN,AT&T-Abteilung
AT&T-Anteil,Acc,Plur,Masc,,NOUN,AT&T-Anteile
AT&T-Forschungslabor,Dat,Sing,Neut,,NOUN,AT&T-Forschungslabor
AT&T-Gruppe,Acc,Sing,Fem,,NOUN,AT&T-Gruppe
AT&T-Handy,Acc,Plur,Neut,,NOUN,AT&T-Handys
AT&T-Kabelfernseh-Sparte,Acc,Sing,Fem,,NOUN,AT&T-Kabelfernseh-Sparte
AT&T-Kabelfernsehsparte,Dat,Sing,Fem,,NOUN,AT&T-Kabelfernsehsparte
AT&T-Kunde,Dat,Plur,,,NOUN,AT&T-Kunden
AT&T-Netz,Acc,Sing,Neut,,NOUN,AT&T-Netz
AT&T-Offerte,Acc,Sing,Fem,,NOUN,AT&T-Offerte
AT&T-Tochter,Dat,Sing,Fem,,NOUN,AT&T-Tochter
AT&T-Unternehmenskreis,Dat,Plur,Masc,,NOUN,AT&T-Unternehmenskreisen
AT-Befehl,Dat,Sing,Masc,,NOUN,AT-Befehl
AT-Befehlssatz,Dat,Sing,Masc,,NOUN,AT-Befehlssatz
AT-Land,Dat,Sing,Neut,,NOUN,AT-Land
AT-Tastatur,Acc,Sing,Fem,,NOUN,AT-Tastatur
ATA-3-Interface,Acc,Sing,Neut,,NOUN,ATA-3-Interface
ATA-Platte,Acc,Plur,Fem,,NOUN,ATA-Platten
ATA-Platte,Acc,Sing,Fem,,NOUN,ATA-Platte
ATA-Schnittstelle,Acc,Sing,Fem,,NOUN,ATA-Schnittstelle
ATA-Schnittstelle,Dat,Sing,Fem,,NOUN,ATA-Schnittstelle
ATA-Treiber,Acc,Plur,Masc,,NOUN,ATA-Treiber
ATA/ATAPI-Spezifikation,Acc,Sing,Fem,,NOUN,ATA/ATAPI-Spezifikation
ATA100-Festplattenanschluß,Dat,Plur,Masc,,NOUN,ATA100-Festplattenanschlüssen
ATAPI-Schnittstelle,Dat,Sing,Fem,,NOUN,ATAPI-Schnittstelle
ATAPI-Schnittstelle,Acc,Sing,Fem,,NOUN,ATAPI-Schnittstelle
ATAPI-Version,Dat,Sing,Fem,,NOUN,ATAPI-Version
ATI,Dat,Sing,,,PROPN,ATI
ATI,Acc,Sing,,,PROPN,ATI
ATI-Chip,Dat,Plur,Masc,,NOUN,ATI-Chips
ATI-Chip,Dat,Sing,Masc,,NOUN,ATI-Chip
ATI-Grafik,Dat,Sing,Fem,,NOUN,ATI-Grafik
ATI-Grafikkarte,Dat,Sing,Fem,,NOUN,ATI-Grafikkarte
ATI-Grafikkarte,Acc,Sing,Fem,,NOUN,ATI-Grafikkarte
ATI-Grafikkarte,Dat,Plur,Fem,,NOUN,ATI-Grafikkarten
ATI-Karte,Dat,Sing,Fem,,NOUN,ATI-Karte
ATI-Rage-Grafikchip,Dat,Sing,Masc,,NOUN,ATI-Rage-Grafikchip
ATI-Rage-IIc-Grafikchip,Acc,Sing,Masc,,NOUN,ATI-Rage-IIc-Grafikchip
ATI-Rage-Pro-Grafikkarte,Acc,Sing,Fem,,NOUN,ATI-Rage-Pro-Grafikkarte
ATI-Technologie,Dat,Sing,Fem,,NOUN,ATI-Technologie
ATI-Tochter,Dat,Sing,Fem,,NOUN,ATI-Tochter
ATI-Tochterunternehmen,Dat,Sing,Neut,,NOUN,ATI-Tochterunternehmen
ATM,Dat,Sing,Fem,,PROPN,ATM
ATM-Bereich,Dat,Sing,Masc,,NOUN,ATM-Bereich
ATM-Leistung,Acc,Sing,Fem,,NOUN,ATM-Leistung
ATM-Leitung,Dat,Plur,Fem,,NOUN,ATM-Leitungen
ATM-Markt,Dat,Sing,Masc,,NOUN,ATM-Markt
ATM-Netz,Acc,Plur,Neut,,NOUN,ATM-Netze
ATM-Netz,Dat,Plur,Neut,,NOUN,ATM-Netzen
ATM-Netz,Acc,Sing,Neut,,NOUN,ATM-Netz
ATM-Netz-Zusammenschaltung,Dat,Plur,Fem,,NOUN,ATM-Netz-Zusammenschaltungen
ATM-Netzwerk,Acc,Sing,Neut,,NOUN,ATM-Netzwerk
ATM-Spezialist,Dat,Sing,Masc,,NOUN,ATM-Spezialisten
ATOMM-Technologie,Dat,Sing,Fem,,NOUN,ATOMM-Technologie
ATP,Dat,Sing,Fem,,PROPN,ATP
ATP,Acc,Plur,Neut,,PROPN,ATP
ATP,Dat,Sing,,,PROPN,ATP
ATP-Tennisturnier,Acc,Sing,Neut,,NOUN,ATP-Tennisturnier
ATRAC-3-Format,Acc,Sing,Neut,,NOUN,ATRAC-3-Format
ATT-Teilbereich,Acc,Sing,Masc,,NOUN,ATT-Teilbereich
ATX-Anschluß,Dat,Plur,Masc,,NOUN,ATX-Anschlüssen
ATX-Blende,Dat,Sing,Fem,,NOUN,ATX-Blende
ATX-Bohrung,Dat,Plur,Fem,,NOUN,ATX-Bohrungen
ATX-Format,Dat,Sing,Neut,,NOUN,ATX-Format
AV,Acc,Sing,Masc,,NOUN,AV
AV-Modus,Dat,Sing,Masc,,NOUN,AV-Modus
AV/IT,Acc,Sing,,,PROPN,AV/IT
AVI-Format,Dat,Sing,Neut,,NOUN,AVI-Format
AVM-Karte,Acc,Sing,Fem,,NOUN,AVM-Karte
Aachen,Dat,Sing,Neut,,PROPN,Aachen
Aachener,Dat,,,,PROPN,Aachener
Aah,Dat,Sing,Neut,,PROPN,Aah
Aalborg,Dat,Sing,Masc,,NOUN,Aalborg
Aarau,Dat,Sing,Masc,,PROPN,Aarau
Aaron,Dat,Sing,Masc,,PROPN,Aaron
Abacha,Acc,Sing,Masc,,PROPN,Abacha
Abacha,Dat,Sing,Masc,,PROPN,Abacha
Abadan,Acc,Sing,Neut,,PROPN,Abadan
Abakumow,Acc,Sing,Masc,,PROPN,Abakumow
Abarbeiten,Acc,Sing,Neut,,NOUN,Abarbeiten
Abarbeiten,Dat,Sing,Neut,,NOUN,Abarbeiten
Abarbeitung,Acc,Sing,Fem,,NOUN,Abarbeitung
Abarbeitung,Dat,Sing,Fem,,NOUN,Abarbeitung
Abart,Acc,Sing,Fem,,NOUN,Abart
Abbau,Acc,Sing,Masc,,NOUN,Abbau | abbau
Abbau,Dat,Sing,Masc,,NOUN,Abbau
Abbesbüttel,Acc,Plur,Neut,,PROPN,Abbesbüttel
Abbestellung,Dat,Plur,Fem,,NOUN,Abbestellungen
Abbild,Acc,Sing,Neut,,NOUN,Abbild
Abbildung,Acc,Sing,Fem,,NOUN,Abbildung
Abbildung,Dat,Plur,Fem,,NOUN,Abbildungen
Abbildung,Acc,Plur,Fem,,NOUN,Abbildungen
Abbildung,Dat,Sing,Fem,,NOUN,Abbildung
Abblocken,Dat,Sing,Neut,,NOUN,Abblocken
Abblühen,Dat,Sing,Neut,,NOUN,Abblühen
Abbotsford,Dat,Sing,Neut,,PROPN,Abbotsford
Abbrechen,Acc,Sing,Neut,,NOUN,Abbrechen
Abbrecherquote,Acc,Plur,Fem,,NOUN,Abbrecherquoten
Abbrecherquote,Acc,Sing,Fem,,NOUN,Abbrecherquote
Abbruch,Dat,Sing,Masc,,NOUN,Abbruch
Abbruch,Acc,Sing,Masc,,NOUN,Abbruch
Abbruchstelle,Dat,Sing,Fem,,NOUN,Abbruchstelle
Abbröckeln,Acc,Sing,Neut,,NOUN,Abbröckeln
Abbuchung,Dat,Plur,Fem,,NOUN,Abbuchungen
Abbuchung,Acc,Plur,Fem,,NOUN,Abbuchungen
Abbuchung,Dat,Sing,Fem,,NOUN,Abbuchung
Abbuchungsauftrag,Acc,Sing,Masc,,NOUN,Abbuchungsauftrag
Abbuchungsbetrag,Dat,Plur,Masc,,NOUN,Abbuchungsbeträgen
Abdankung,Dat,Sing,Fem,,NOUN,Abdankung
Abdeckung,Acc,Sing,Fem,,NOUN,Abdeckung
Abdeckung,Dat,Sing,Fem,,NOUN,Abdeckung
Abdichtung,Dat,Sing,Fem,,NOUN,Abdichtung
Abdruck,Acc,Sing,Masc,,NOUN,Abdruck
Abe,Dat,Sing,Fem,,PROPN,Abe
Abebben,Dat,Sing,Masc,,NOUN,Abebben
Abel,Dat,Plur,,,PROPN,Abels
Abel,Dat,Sing,Neut,,PROPN,Abel
Abel,Dat,Sing,Masc,,PROPN,Abel
Abend,Acc,Sing,Masc,,NOUN,Abend
Abend,Dat,Sing,Masc,,NOUN,Abend
Abend,Dat,Plur,Masc,,NOUN,Abenden
Abendansicht,Dat,Sing,Fem,,NOUN,Abendansicht
Abendblatt,Dat,Sing,Neut,,NOUN,Abendblatt
Abendessen,Dat,Sing,Neut,,NOUN,Abendessen | abendessen
Abendessen,Acc,Sing,Neut,,NOUN,Abendessen
Abendjournal,Acc,Sing,Neut,,PROPN,Abendjournal
Abendkleid,Dat,Sing,Neut,,NOUN,Abendkleid
Abendmahl,Acc,Sing,Neut,,NOUN,Abendmahl
Abendschule,Dat,Sing,Fem,,NOUN,Abendschule
Abendstunde,Dat,Plur,Masc,,NOUN,Abendstunden
Abendstunde,Dat,Plur,Fem,,NOUN,Abendstunden
Abendstunde,Acc,Plur,Fem,,NOUN,Abendstunden
Abendzeit,Dat,Sing,Fem,,NOUN,Abendzeit
Abenteuer,Acc,Plur,Neut,,NOUN,Abenteuer
Abenteuer,Acc,Sing,Fem,,NOUN,Abenteuer
Abenteuer,Acc,Sing,Neut,,NOUN,Abenteuer
Abenteuerfilm,Dat,Sing,Masc,,NOUN,Abenteuerfilm
Abenteuerlust,Dat,Sing,Fem,,NOUN,Abenteuerlust
Abenteurer,Dat,Plur,Masc,,NOUN,Abenteurern
Aberdeen,Acc,Sing,Neut,,PROPN,Aberdeen
Aberglaube,Dat,Sing,Masc,,NOUN,Aberglauben
Aberkennung,Acc,Sing,Fem,,NOUN,Aberkennung
Abetz,Dat,Sing,Masc,,PROPN,Abetz
Abfahrt,Dat,Sing,Fem,,NOUN,Abfahrt
Abfahrtzeit,Dat,Plur,Fem,,NOUN,Abfahrtzeiten
Abfall,Acc,Sing,Masc,,NOUN,Abfall
Abfall,Dat,Sing,Masc,,NOUN,Abfall
Abfall,Acc,Plur,Masc,,NOUN,Abfälle
Abfall,Dat,Plur,Masc,,NOUN,Abfällen
Abfall-Erzeuger,Acc,Plur,Masc,,NOUN,Abfall-Erzeuger
Abfalleimer,Acc,Sing,Masc,,NOUN,Abfalleimer
Abfallgebühr,Acc,Sing,Fem,,NOUN,Abfallgebühr
Abfallprodukt,Dat,Sing,Neut,,NOUN,Abfallprodukte
Abfalltonne,Dat,Plur,Fem,,NOUN,Abfalltonnen
Abfangen,Dat,Sing,Neut,,NOUN,Abfangen
Abfassung,Acc,Sing,Fem,,NOUN,Abfassung
Abfassung,Dat,Sing,Fem,,NOUN,Abfassung
Abfertigung,Dat,Sing,Fem,,NOUN,Abfertigung
Abfeuern,Dat,Sing,Neut,,NOUN,Abfeuern
Abfindung,Acc,Sing,Fem,,NOUN,Abfindung
Abfindung,Dat,Sing,Fem,,NOUN,Abfindung
Abfindung,Acc,Plur,Fem,,NOUN,Abfindungen
Abfindung,Dat,Plur,Fem,,NOUN,Abfindungen
Abfindungsangebot,Dat,Sing,Neut,,NOUN,Abfindungsangebot
Abfindungsfaktor,Dat,Sing,Masc,,NOUN,Abfindungsfaktor
Abfindungskondition,Dat,Plur,Fem,,NOUN,Abfindungskonditionen
Abfindungsregelung,Acc,Sing,Fem,,NOUN,Abfindungsregelung
Abfindungsvorschlag,Dat,Plur,Masc,,NOUN,Abfindungsvorschlägen
Abfindungszahlung,Dat,Plur,Fem,,NOUN,Abfindungszahlungen
Abflachen,Dat,Sing,Neut,,NOUN,Abflachen
Abflachung,Acc,Sing,Fem,,NOUN,Abflachung
Abflug,Dat,Sing,Masc,,NOUN,Abflug
Abfluß,Acc,Sing,Masc,,NOUN,Abfluss
Abfolge,Dat,Sing,Fem,,NOUN,Abfolge
Abfolge,Acc,Sing,Fem,,NOUN,Abfolge
Abformtechnik,Acc,Sing,Fem,,NOUN,Abformtechnik
Abfrage,Dat,Sing,Fem,,NOUN,Abfrage
Abfrage,Acc,Sing,Fem,,NOUN,Abfrage
Abfrage,Acc,Plur,Fem,,NOUN,Abfragen
Abfrage-Software,Dat,Sing,Fem,,NOUN,Abfrage-Software
Abfragemöglichkeit,Acc,Sing,Fem,,NOUN,Abfragemöglichkeit
Abfrageoberfläche,Dat,Sing,Fem,,NOUN,Abfrageoberfläche
Abfrageseite,Dat,Plur,Fem,,NOUN,Abfrageseiten
Abfragesyntax,Dat,Sing,Fem,,NOUN,Abfragesyntax
Abfuhr,Acc,Sing,Fem,,NOUN,Abfuhr
Abführen,Acc,Sing,Neut,,NOUN,Abführen
Abfüllkapazitäten,Dat,Plur,Fem,,NOUN,Abfüllkapazitäten
Abgabe,Dat,Sing,Fem,,NOUN,Abgabe
Abgabe,Acc,Sing,Fem,,NOUN,Abgabe
Abgabe,Acc,Plur,Fem,,NOUN,Abgaben
Abgabe,Dat,Plur,Fem,,NOUN,Abgaben
Abgaben-Keule,Acc,Sing,Fem,,NOUN,Abgaben-Keule
Abgabenplan,Acc,Plur,Masc,,NOUN,Abgabenpläne
Abgabenrecht,Dat,Sing,Neut,,NOUN,Abgabenrecht
Abgabepflicht,Dat,Sing,Fem,,NOUN,Abgabepflicht
Abgabeschluß,Dat,Sing,Masc,,NOUN,Abgabeschluss
Abgabetermin,Acc,Sing,Masc,,NOUN,Abgabetermin
Abgang,Acc,Sing,Masc,,NOUN,Abgang
Abgang,Dat,Sing,Masc,,NOUN,Abgang
Abgang,Acc,Plur,Masc,,NOUN,Abgänge
Abgang,Dat,Plur,Masc,,NOUN,Abgängen
Abgas,Acc,Plur,Neut,,NOUN,Abgase
Abgasprüfung,Acc,Plur,Fem,,NOUN,Abgasprüfungen
Abgasstrom,Dat,Sing,Masc,,NOUN,Abgasstrom
Abgeordente,Dat,Plur,Fem,,NOUN,Abgeordenten
Abgeordnet,Acc,Plur,,,NOUN,Abgeordneten
Abgeordnet,Dat,Plur,,,NOUN,Abgeordneten
Abgeordnete,Dat,Plur,,,NOUN,Abgeordneten
Abgeordnete,Acc,Plur,,,NOUN,Abgeordnete
Abgeordnete,Dat,Sing,Neut,,NOUN,Abgeordneten
Abgeordnete,Dat,Plur,Masc,,NOUN,Abgeordneten
Abgeordnetenbüro,Dat,Plur,Neut,,NOUN,Abgeordnetenbüros
Abgeordnetenhaus,Dat,Sing,Neut,,NOUN,Abgeordnetenhaus
Abgeordnetenhaus,Acc,Sing,Neut,,NOUN,Abgeordnetenhaus
Abgeordnetenhaus-Wahl,Dat,Sing,Fem,,NOUN,Abgeordnetenhaus-Wahl
Abgeordnetenhauswahl,Dat,Sing,Fem,,NOUN,Abgeordnetenhauswahl
Abgeordneter,Dat,Plur,,,NOUN,Abgeordneten
Abgesandt,Dat,Sing,Masc,,NOUN,Abgesandten
Abgesandt,Dat,Plur,,,NOUN,Abgesandten
Abgesandt,Acc,Sing,Masc,,NOUN,Abgesandten
Abgesang,Acc,Sing,Masc,,NOUN,Abgesang
Abgeschiedenheit,Dat,Sing,Fem,,NOUN,Abgeschiedenheit
Abgleich,Acc,Sing,Masc,,NOUN,Abgleich
Abgleich,Dat,Sing,Masc,,NOUN,Abgleich
Abgleich,Dat,Sing,,,NOUN,Abgleich
Abgleichen,Dat,Sing,Neut,,NOUN,Abgleichen
Abgleichfenster,Acc,Sing,Neut,,NOUN,Abgleichfenster
Abgleichung,Dat,Sing,Fem,,NOUN,Abgleichung
Abgleichung,Acc,Plur,Fem,,NOUN,Abgleichungen
Abgrenzung,Acc,Sing,Fem,,NOUN,Abgrenzung
Abgrund,Acc,Sing,Masc,,NOUN,Abgrund
Abgrund,Dat,Sing,Masc,,NOUN,Abgrund
Abhandlung,Acc,Sing,Fem,,NOUN,Abhandlung
Abhang,Dat,Plur,Masc,,NOUN,Abhängen
Abhebung,Acc,Plur,Fem,,NOUN,Abhebungen
Abhilfe,Acc,Sing,Fem,,NOUN,Abhilfe
Abholadresse,Acc,Sing,Fem,,NOUN,Abholadresse
Abholen,Dat,Sing,Neut,,NOUN,Abholen
Abholen,Acc,Sing,Neut,,NOUN,Abholen
Abholtermin,Acc,Sing,Masc,,NOUN,Abholtermin
Abholung,Dat,Sing,Fem,,NOUN,Abholung
Abhorrence,Acc,Sing,Neut,,PROPN,Abhorrence
Abhängigkeit,Acc,Sing,Fem,,NOUN,Abhängigkeit
Abhängigkeit,Dat,Sing,Fem,,NOUN,Abhängigkeit
Abhängigkeit,Acc,Plur,Fem,,NOUN,Abhängigkeiten
Abhängigkeit,Dat,Plur,Fem,,NOUN,Abhängigkeiten
Abhör-Puzzle,Acc,Sing,Neut,,NOUN,Abhör-Puzzle
Abhöraktion,Dat,Plur,Fem,,NOUN,Abhöraktionen
Abhöraktion,Dat,Sing,Fem,,NOUN,Abhöraktion
Abhörangelegenheit,Dat,Plur,Fem,,NOUN,Abhörangelegenheiten
Abhöranlage,Acc,Plur,Fem,,NOUN,Abhöranlagen
Abhörbefugnis,Acc,Plur,Fem,,NOUN,Abhörbefugnisse
Abhörbestimmung,Acc,Plur,Fem,,NOUN,Abhörbestimmungen
Abhören,Acc,Sing,Neut,,NOUN,Abhören
Abhören,Dat,Sing,Neut,,NOUN,Abhören
Abhörer,Acc,Sing,Masc,,NOUN,Abhörer
Abhörfragen,Dat,Sing,Neut,,NOUN,Abhörfragen
Abhörgerät,Dat,Plur,Neut,,NOUN,Abhörgeräten
Abhörgerät,Acc,Sing,Neut,,NOUN,Abhörgerät
Abhörgesetz,Dat,Sing,Neut,,NOUN,Abhörgesetz
Abhörgesetzgebung,Dat,Sing,Fem,,NOUN,Abhörgesetzgebung
Abhörgriff,Acc,Sing,Masc,,NOUN,Abhörgriff
Abhörkapazität,Dat,Plur,Fem,,NOUN,Abhörkapazitäten
Abhörkiste,Dat,Sing,Fem,,NOUN,Abhörkiste
Abhörmaßnahme,Dat,Plur,Fem,,NOUN,Abhörmaßnahmen
Abhörmaßnahme,Acc,Plur,Fem,,NOUN,Abhörmaßnahmen
Abhörmöglichkeit,Dat,Plur,Fem,,NOUN,Abhörmöglichkeiten
Abhörmöglichkeit,Acc,Plur,Fem,,NOUN,Abhörmöglichkeiten
Abhörnetzwerk,Acc,Sing,Neut,,NOUN,Abhörnetzwerk
Abhörplan,Dat,Plur,Masc,,NOUN,Abhörplänen
Abhörplan,Acc,Plur,Masc,,NOUN,Abhörpläne
Abhörprojekt,Acc,Sing,Neut,,NOUN,Abhörprojekt
Abhörsatellit,Dat,Plur,Masc,,NOUN,Abhörsatelliten
Abhörschnittstelle,Dat,Plur,Fem,,NOUN,Abhörschnittstellen
Abhörschnittstelle,Acc,Plur,Fem,,NOUN,Abhörschnittstellen
Abhörschnittstelle,Acc,Sing,Fem,,NOUN,Abhörschnittstelle
Abhörsoftware,Acc,Sing,Fem,,NOUN,Abhörsoftware
Abhörstandard,Acc,Sing,Masc,,NOUN,Abhörstandard
Abhörstandard,Dat,Sing,Masc,,NOUN,Abhörstandard
Abhörstation,Acc,Sing,Fem,,NOUN,Abhörstation
Abhörstation,Acc,Plur,Fem,,NOUN,Abhörstationen
Abhörstation,Dat,Plur,Fem,,NOUN,Abhörstationen
Abhörstruktur,Acc,Sing,Fem,,NOUN,Abhörstruktur
Abhörsystem,Acc,Sing,Neut,,NOUN,Abhörsystem
Abhörsystem,Dat,Sing,Neut,,NOUN,Abhörsystem
Abhörtechnik,Dat,Sing,Fem,,NOUN,Abhörtechnik
Abhörtechnologie,Dat,Sing,Fem,,NOUN,Abhörtechnologie
Abhörverpflichtung,Acc,Plur,Fem,,NOUN,Abhörverpflichtungen
Abhörverpflichtung,Acc,Sing,Fem,,NOUN,Abhörverpflichtung
Abhörwunsch,Acc,Plur,Masc,,NOUN,Abhörwünsche
Abit-Produkt,Acc,Plur,Neut,,NOUN,Abit-Produkte
Abitur,Acc,Sing,Neut,,NOUN,Abitur
Abitur,Dat,Sing,Neut,,NOUN,Abitur
Abitur,Dat,Sing,Masc,,NOUN,Abitur
Abitur,Dat,Sing,Fem,,NOUN,Abitur
Abiturdurchschnitt,Dat,Sing,Masc,,NOUN,Abiturdurchschnitt
Abiturient,Acc,Sing,Masc,,NOUN,Abiturienten
Abiturklausuren,Acc,,,,NOUN,Abiturklausuren
Abkanten,Acc,Sing,Masc,,NOUN,Abkanten
Abkehr,Acc,Sing,Fem,,NOUN,Abkehr
Abkehr,Dat,Sing,Fem,,NOUN,Abkehr
Abklingen,Dat,Sing,Neut,,NOUN,Abklingen
Abklärung,Dat,Sing,Fem,,NOUN,Abklärung
Abkomme,Acc,Plur,Masc,,NOUN,Abkommen
Abkomme,Dat,Sing,Masc,,NOUN,Abkommen
Abkommen,Acc,Sing,Neut,,NOUN,Abkommen
Abkommen,Dat,Sing,Neut,,PROPN,Abkommen
Abkommen,Dat,Sing,Neut,,NOUN,Abkommen
Abkommen,Acc,Plur,Neut,,NOUN,Abkommen
Abkommen,Dat,Plur,Neut,,NOUN,Abkommen
