Lemma,Case,Number,Gender,Degree,Upos,Inflection,Forms
AOL-Sprecher,Dat,Sing,Masc,,NOUN,,AOL-Sprecher:7
AOL-Sprecherin,Dat,Sing,Fem,,NOUN,,AOL-Sprecherin:1
AOL-Stadion,Acc,Sing,Neut,,NOUN,,AOL-Stadion:2
AOL-Start-Tarif,Dat,Sing,Masc,,NOUN,,AOL-Start-Tarif:1
AOL-Strategie-Papier,Dat,Sing,Neut,,NOUN,,AOL-Strategie-Papier:1
AOL-System,Dat,Plur,,,NOUN,,AOL-Systemen:1
AOL-Tarif,Dat,Sing,Masc,,NOUN,,AOL-Tarif:1
AOL-Tarif,Acc,Sing,Masc,,NOUN,,AOL-Tarif:1
AOL-Team,Dat,Sing,Neut,,NOUN,,AOL-Team:1
AOL-Teilnehmer,Dat,Plur,,,NOUN,,AOL-Teilnehmern:1
AOL-Time-Warner-Konzern,Dat,Sing,Masc,,NOUN,,AOL-Time-Warner-Konzern:1
AOL-Tochter,Acc,Sing,Fem,,NOUN,,AOL-Tochter:1
AOL-Tochter,Dat,Sing,Fem,,NOUN,,AOL-Tochter:1
AOL-User,Dat,Plur,,,NOUN,,AOL-Usern:2
AOL-Version,Dat,Sing,Fem,,NOUN,,AOL-Version:1
AOL-Verwaltungsrat,Dat,Sing,Masc,,NOUN,,AOL-Verwaltungsrat:1
AOL-Vorstoß,Acc,Sing,Masc,,NOUN,,AOL-Vorstoß:1
AOL-Vorstoß,Dat,Sing,Masc,,NOUN,,AOL-Vorstoß:1
AOL-Webseite,Dat,Plur,,,NOUN,,AOL-Webseiten:1
AOL-Werbeaussage,Acc,Sing,Fem,,NOUN,,AOL-Werbeaussage:1
AOL-Werbung,Dat,Sing,Fem,,NOUN,,AOL-Werbung:1
AOL-Zentrale,Dat,Sing,Fem,,NOUN,,AOL-Zentrale:4
AOL-Zentrale,Acc,Sing,Fem,,NOUN,,AOL-Zentrale:1
AOL-Zugang,Acc,Sing,Masc,,NOUN,,AOL-Zugang:2
AOL-Zugang,Dat,Sing,Masc,,NOUN,,AOL-Zugang:3
AOL-Zugangssoftware,Dat,Sing,Fem,,NOUN,,AOL-Zugangssoftware:1
AOL-Zugangssoftware,Acc,Sing,Fem,,NOUN,,AOL-Zugangssoftware:1
AOL/Time,Dat,Sing,Fem,,NOUN,,AOL/Time:8
AOL/Time-Warner-Fusion,Acc,Sing,Fem,,NOUN,,AOL/Time-Warner-Fusion:1
AOLCard,Acc,Sing,Fem,,NOUN,,AOLCard:1
AOLCard-Besitzer,Acc,Sing,Masc,,NOUN,,AOLCard-Besitzer:1
AOWD,Acc,Sing,Masc,,PROPN,,AOWD:1
AP,Dat,Sing,,,PROPN,,AP:13
AP,Acc,Sing,,,PROPN,,AP:2
AP-Meldung,Dat,Plur,,,NOUN,,AP-Meldungen:1
APD,Dat,Sing,Fem,,NOUN,,APD:1
API,Dat,Sing,,,PROPN,,API:10
API,Acc,Sing,,,PROPN,,API:11
API-Erweiterung,Acc,Plur,,,NOUN,,API-Erweiterungen:1
API-Programm,Dat,Sing,Neut,,NOUN,,API-Programm:1
APIs,Dat,Plur,,,NOUN,,APIs:1
AR-System,Acc,Plur,,,NOUN,,AR-Systeme:1
ARB-Mitglied,Dat,Plur,,,NOUN,,ARB-Mitgliedern:1
ARD,Dat,Sing,Fem,,PROPN,,ARD:2
ARD,Dat,Sing,Neut,,PROPN,,ARD:1
ARD,Dat,Sing,Fem,,NOUN,,ARD:3
ARD,Dat,,,,NOUN,,ARD:21
ARD,Acc,,,,NOUN,,ARD:2
ARD-Hauptstadtstudio,Dat,Sing,Neut,,NOUN,,ARD-Hauptstadtstudio:1
ARD-Magazin,Dat,Sing,Neut,,NOUN,,ARD-Magazin:2
ARD-Morgenmagazin,Dat,Sing,Neut,,NOUN,,ARD-Morgenmagazin:3
ARD-Plusminus,Dat,Sing,Neut,,NOUN,,ARD-Plusminus:1
ARD-Portal,Acc,Sing,Neut,,NOUN,,ARD-Portal:1
ARD-Ratgeber,Dat,Sing,Masc,,NOUN,,ARD-Ratgeber:1
ARD-Sendung,Dat,Sing,Fem,,NOUN,,ARD-Sendung:1
ARD-online,Dat,Sing,,,PROPN,,ARD-online:1
ARD/ZDF-Online-Studie,Dat,Sing,Fem,,NOUN,,ARD/ZDF-Online-Studie:2
ARM,Acc,Sing,Masc,,PROPN,,ARM:1
ARM,Dat,Sing,,,PROPN,,ARM:12
ARM,Acc,Sing,,,PROPN,,ARM:2
ARM-Aktie,Dat,Plur,,,NOUN,,ARM-Aktien:3
ARM-Anteil,Dat,Plur,,,NOUN,,ARM-Anteilen:1
ARM-Architektur,Dat,Sing,Fem,,NOUN,,ARM-Architektur:2
ARM-CPU,Acc,Plur,,,NOUN,,ARM-CPUs:1
ARM-CPU,Dat,Plur,,,NOUN,,ARM-CPUs:1
ARM-Cores,Dat,Plur,,,NOUN,,ARM-Cores:1
ARM-Plattform,Acc,Sing,Fem,,NOUN,,ARM-Plattform:1
ARM-Prozessor,Dat,Plur,,,NOUN,,ARM-Prozessoren:2
ARM-Prozessor,Acc,Sing,Masc,,NOUN,,ARM-Prozessor:1
ARM-Prozessorarchitektur,Acc,Sing,Fem,,NOUN,,ARM-Prozessorarchitektur:3
ARM-Prozessorfamilie,Acc,Sing,Fem,,NOUN,,ARM-Prozessorfamilie:1
ARM-Prozessorteil,Acc,Sing,Masc,,NOUN,,ARM-Prozessorteil:1
ARM-Technologie,Dat,Sing,Fem,,NOUN,,ARM-Technologie:2
ARM-V.5TE,Dat,,,,NOUN,,ARM-V.5TE:1
ARM5VTE-Architektur,Dat,Sing,Fem,,NOUN,,ARM5VTE-Architektur:1
ARM7-Risc-Prozessor,Dat,Sing,Masc,,NOUN,,ARM7-Risc-Prozessor:1
ARM920T-Core,Dat,Sing,Masc,,NOUN,,ARM920T-Core:1
ARM9E-Prozessor,Dat,Sing,Masc,,NOUN,,ARM9E-Prozessor:1
AS,Dat,Sing,Masc,,PROPN,,AS:1
AS,Acc,Sing,Masc,,PROPN,,AS:1
AS,Acc,Sing,,,PROPN,,AS:1
AS,Dat,Plur,,,PROPN,,AS:1
AS/400-Anwender,Acc,Plur,,,NOUN,,AS/400-Anwender:1
ASCAP,Acc,Plur,,,NOUN,,ASCAP:1
ASCAP-Mitglied,Dat,Plur,,,NOUN,,ASCAP-Mitgliedern:1
ASCI-Programm,Dat,Sing,Neut,,NOUN,,ASCI-Programm:1
ASCI-Red-Ferraris,Dat,Plur,,,NOUN,,ASCI-Red-Ferraris:1
ASCII-Art,Acc,Sing,Fem,,NOUN,,ASCII-Art:1
ASCII-Folge,Dat,Sing,Fem,,NOUN,,ASCII-Folge:1
ASCII-String,Acc,Sing,Masc,,NOUN,,ASCII-String:1
ASCII-Text,Dat,Sing,Masc,,NOUN,,ASCII-Text:1
ASCII-Text,Acc,Plur,,,NOUN,,ASCII-Texte:1
ASCII-Zeichen,Dat,Plur,,,NOUN,,ASCII-Zeichen:1
ASCII-Zeichencode,Dat,Plur,,,NOUN,,ASCII-Zeichencodes:1
ASCII-Zeichensatz,Dat,Sing,Masc,,NOUN,,ASCII-Zeichensatz:1
ASCII-Zeichensatz,Acc,Sing,Masc,,NOUN,,ASCII-Zeichensatz:1
ASCSA,Dat,Sing,Fem,,PROPN,,ASCSA:1
ASEAN,Dat,Plur,,,PROPN,,ASEAN:1
ASEAN-Region,Dat,Sing,Fem,,NOUN,,ASEAN-Region:1
ASF-Datei,Dat,Plur,,,NOUN,,ASF-Dateien:1
ASF-Format,Acc,Plur,,,NOUN,,ASF-Formate:1
ASIC-Serie,Dat,Sing,Fem,,NOUN,,ASIC-Serie:1
ASIO-Gesetz,Acc,Sing,Neut,,NOUN,,ASIO-Gesetz:1
ASIO-Treiber,Acc,Sing,Masc,,NOUN,,ASIO-Treiber:1
ASP-Datei,Acc,Plur,,,NOUN,,ASP-Dateien:1
ASP-Dienstleistung,Acc,Plur,,,NOUN,,ASP-Dienstleistungen:1
ASP-Dienstleistung,Dat,Plur,,,NOUN,,ASP-Dienstleistungen:1
ASP-Fehler,Dat,Sing,Masc,,NOUN,,ASP-Fehler:1
ASP-Implementierung,Dat,Sing,Fem,,NOUN,,ASP-Implementierung:1
ASP-Konzept,Dat,Sing,Neut,,NOUN,,ASP-Konzept:2
ASP-Landschaft,Dat,Sing,Fem,,NOUN,,ASP-Landschaft:1
ASP-Modell,Dat,Sing,Neut,,NOUN,,ASP-Modell:1
ASP-Modell,Acc,Sing,Neut,,NOUN,,ASP-Modell:1
ASP-Server,Acc,Sing,Masc,,NOUN,,ASP-Server:1
ASPs,Dat,Plur,,,NOUN,,ASPs:1
ASR,Dat,Sing,Fem,,PROPN,,ASR:1
ASUS,Dat,Sing,,,PROPN,,ASUS:1
AStA-Seite,Dat,Plur,,,NOUN,,AStA-Seiten:1
AStA-Zeitung,Dat,Sing,Fem,,NOUN,,AStA-Zeitung:1
AT,Acc,,,,PROPN,,AT:1
AT&T,Dat,Sing,,,PROPN,,AT&T:133
AT&T,Acc,Sing,,,PROPN,,AT&T:22
AT&T-Abteilung,Dat,Sing,Fem,,NOUN,,AT&T-Abteilung:3
AT&T-Anteil,Acc,Plur,,,NOUN,,AT&T-Anteile:1
AT&T-Forschungslabor,Dat,Sing,Neut,,NOUN,,AT&T-Forschungslabor:1
AT&T-Gruppe,Acc,Sing,Fem,,NOUN,,AT&T-Gruppe:1
AT&T-Handy,Acc,Plur,,,NOUN,,AT&T-Handys:1
AT&T-Kabelfernseh-Sparte,Acc,Sing,Fem,,NOUN,,AT&T-Kabelfernseh-Sparte:1
AT&T-Kabelfernsehsparte,Dat,Sing,Fem,,NOUN,,AT&T-Kabelfernsehsparte:1
AT&T-Kunde,Dat,Plur,,,NOUN,,AT&T-Kunden:1
AT&T-Netz,Acc,Sing,Neut,,NOUN,,AT&T-Netz:1
AT&T-Offerte,Acc,Sing,Fem,,NOUN,,AT&T-Offerte:1
AT&T-Tochter,Dat,Sing,Fem,,NOUN,,AT&T-Tochter:1
AT&T-Unternehmenskreis,Dat,Plur,,,NOUN,,AT&T-Unternehmenskreisen:1
AT-Befehl,Dat,Sing,Masc,,NOUN,,AT-Befehl:1
AT-Befehlssatz,Dat,Sing,Masc,,NOUN,,AT-Befehlssatz:1
AT-Land,Dat,Sing,Neut,,NOUN,,AT-Land:1
AT-Tastatur,Acc,Sing,Fem,,NOUN,,AT-Tastatur:1
ATA-3-Interface,Acc,Sing,Neut,,NOUN,,ATA-3-Interface:2
ATA-Platte,Acc,Plur,,,NOUN,,ATA-Platten:1
ATA-Platte,Acc,Sing,Fem,,NOUN,,ATA-Platte:1
ATA-Schnittstelle,Acc,Sing,Fem,,NOUN,,ATA-Schnittstelle:1
ATA-Schnittstelle,Dat,Sing,Fem,,NOUN,,ATA-Schnittstelle:1
ATA-Treiber,Acc,Plur,,,NOUN,,ATA-Treiber:1
ATA/ATAPI-Spezifikation,Acc,Sing,Fem,,NOUN,,ATA/ATAPI-Spezifikation:2
ATA100-Festplattenanschluß,Dat,Plur,,,NOUN,,ATA100-Festplattenanschlüssen:1
ATAPI-Schnittstelle,Dat,Sing,Fem,,NOUN,,ATAPI-Schnittstelle:2
ATAPI-Schnittstelle,Acc,Sing,Fem,,NOUN,,ATAPI-Schnittstelle:1
ATAPI-Version,Dat,Sing,Fem,,NOUN,,ATAPI-Version:1
ATI,Dat,Sing,,,PROPN,,ATI:45
ATI,Acc,Sing,,,PROPN,,ATI:4
ATI-Chip,Dat,Plur,,,NOUN,,ATI-Chips:1
ATI-Chip,Dat,Sing,Masc,,NOUN,,ATI-Chip:1
ATI-Grafik,Dat,Sing,Fem,,NOUN,,ATI-Grafik:2
ATI-Grafikkarte,Dat,Sing,Fem,,NOUN,,ATI-Grafikkarte:2
ATI-Grafikkarte,Acc,Sing,Fem,,NOUN,,ATI-Grafikkarte:3
ATI-Grafikkarte,Dat,Plur,,,NOUN,,ATI-Grafikkarten:1
ATI-Karte,Dat,Sing,Fem,,NOUN,,ATI-Karte:1
ATI-Rage-Grafikchip,Dat,Sing,Masc,,NOUN,,ATI-Rage-Grafikchip:1
ATI-Rage-IIc-Grafikchip,Acc,Sing,Masc,,NOUN,,ATI-Rage-IIc-Grafikchip:1
ATI-Rage-Pro-Grafikkarte,Acc,Sing,Fem,,NOUN,,ATI-Rage-Pro-Grafikkarte:1
ATI-Technologie,Dat,Sing,Fem,,NOUN,,ATI-Technologie:1
ATI-Tochter,Dat,Sing,Fem,,NOUN,,ATI-Tochter:2
ATI-Tochterunternehmen,Dat,Sing,Neut,,NOUN,,ATI-Tochterunternehmen:1
ATM,Dat,Sing,Fem,,PROPN,,ATM:1
ATM-Bereich,Dat,Sing,Masc,,NOUN,,ATM-Bereich:1
ATM-Leistung,Acc,Sing,Fem,,NOUN,,ATM-Leistung:1
ATM-Leitung,Dat,Plur,,,NOUN,,ATM-Leitungen:1
ATM-Markt,Dat,Sing,Masc,,NOUN,,ATM-Markt:1
ATM-Netz,Acc,Plur,,,NOUN,,ATM-Netze:1
ATM-Netz,Dat,Plur,,,NOUN,,ATM-Netzen:1
ATM-Netz,Acc,Sing,Neut,,NOUN,,ATM-Netz:1
ATM-Netz-Zusammenschaltung,Dat,Plur,,,NOUN,,ATM-Netz-Zusammenschaltungen:1
ATM-Netzwerk,Acc,Sing,Neut,,NOUN,,ATM-Netzwerk:1
ATM-Spezialist,Dat,Sing,Masc,,NOUN,,ATM-Spezialisten:2
ATOMM-Technologie,Dat,Sing,Fem,,NOUN,,ATOMM-Technologie:1
ATP,Dat,Sing,Fem,,PROPN,,ATP:1
ATP,Acc,Plur,,,PROPN,,ATP:1
ATP,Dat,Sing,,,PROPN,,ATP:1
ATP-Tennisturnier,Acc,Sing,Neut,,NOUN,,ATP-Tennisturnier:1
ATRAC-3-Format,Acc,Sing,Neut,,NOUN,,ATRAC-3-Format:1
ATT-Teilbereich,Acc,Sing,Masc,,NOUN,,ATT-Teilbereich:1
ATX-Anschluß,Dat,Plur,,,NOUN,,ATX-Anschlüssen:1
ATX-Blende,Dat,Sing,Fem,,NOUN,,ATX-Blende:1
ATX-Bohrung,Dat,Plur,,,NOUN,,ATX-Bohrungen:1
ATX-Format,Dat,Sing,Neut,,NOUN,,ATX-Format:2
AV,Acc,Sing,Masc,,NOUN,,AV:1
AV-Modus,Dat,Sing,Masc,,NOUN,,AV-Modus:1
AV/IT,Acc,Sing,,,PROPN,,AV/IT:1
AVI-Format,Dat,Sing,Neut,,NOUN,,AVI-Format:1
AVM-Karte,Acc,Sing,Fem,,NOUN,,AVM-Karte:1
Aachen,Dat,Sing,Neut,,PROPN,,Aachen:2
Aachener,Dat,,,,PROPN,,Aachener:1
Aah,Dat,Sing,Neut,,PROPN,,Aah:1
Aalborg,Dat,Sing,Masc,,NOUN,,Aalborg:1
Aarau,Dat,Sing,Masc,,PROPN,,Aarau:1
Aaron,Dat,Sing,Masc,,PROPN,,Aaron:1
Abacha,Acc,Sing,Masc,,PROPN,,Abacha:1
Abacha,Dat,Sing,Masc,,PROPN,,Abacha:1
Abadan,Acc,Sing,Neut,,PROPN,,Abadan:1
Abakumow,Acc,Sing,Masc,,PROPN,,Abakumow:1
Abarbeiten,Acc,Sing,Neut,,NOUN,,Abarbeiten:2
Abarbeiten,Dat,Sing,Neut,,NOUN,,Abarbeiten:1
Abarbeitung,Acc,Sing,Fem,,NOUN,,Abarbeitung:2
Abarbeitung,Dat,Sing,Fem,,NOUN,,Abarbeitung:1
Abart,Acc,Sing,Fem,,NOUN,,Abart:1
Abbau,Acc,Sing,Masc,,NOUN,,Abbau:24
Abbau,Dat,Sing,Masc,,NOUN,,Abbau:29
Abbesbüttel,Acc,Plur,,,PROPN,,Abbesbüttel:1
Abbestellung,Dat,Plur,,,NOUN,,Abbestellungen:2
Abbild,Acc,Sing,Neut,,NOUN,,Abbild:3
Abbildung,Acc,Sing,Fem,,NOUN,,Abbildung:3
Abbildung,Dat,Plur,,,NOUN,,Abbildungen:5
Abbildung,Acc,Plur,,,NOUN,,Abbildungen:1
Abbildung,Dat,Sing,Fem,,NOUN,,Abbildung:3
Abblocken,Dat,Sing,Neut,,NOUN,,Abblocken:1
Abblühen,Dat,Sing,Neut,,NOUN,,Abblühen:1
Abbotsford,Dat,Sing,Neut,,PROPN,,Abbotsford:2
Abbrechen,Acc,Sing,Neut,,NOUN,,Abbrechen:1
Abbrecherquote,Acc,Plur,,,NOUN,,Abbrecherquoten:1
Abbrecherquote,Acc,Sing,Fem,,NOUN,,Abbrecherquote:1
Abbruch,Dat,Sing,Masc,,NOUN,,Abbruch:7
Abbruch,Acc,Sing,Masc,,NOUN,,Abbruch:6
Abbruchstelle,Dat,Sing,Fem,,NOUN,,Abbruchstelle:1
Abbröckeln,Acc,Sing,Neut,,NOUN,,Abbröckeln:1
Abbuchung,Dat,Plur,,,NOUN,,Abbuchungen:2
Abbuchung,Acc,Plur,,,NOUN,,Abbuchungen:5
Abbuchung,Dat,Sing,Fem,,NOUN,,Abbuchung:1
Abbuchungsauftrag,Acc,Sing,Masc,,NOUN,,Abbuchungsauftrag:1
Abbuchungsbetrag,Dat,Plur,,,NOUN,,Abbuchungsbeträgen:1
Abdankung,Dat,Sing,Fem,,NOUN,,Abdankung:2
Abdeckung,Acc,Sing,Fem,,NOUN,,Abdeckung:3
Abdeckung,Dat,Sing,Fem,,NOUN,,Abdeckung:3
Abdichtung,Dat,Sing,Fem,,NOUN,,Abdichtung:2
Abdruck,Acc,Sing,Masc,,NOUN,,Abdruck:1
Abe,Dat,Sing,Fem,,PROPN,,Abe:1
Abebben,Dat,Sing,Masc,,NOUN,,Abebben:1
Abel,Dat,Plur,,,PROPN,,Abels:1
Abel,Dat,Sing,Neut,,PROPN,,Abel:1
Abel,Dat,Sing,Masc,,PROPN,,Abel:1
Abend,Acc,Sing,Masc,,NOUN,,Abend:22
Abend,Dat,Sing,Masc,,NOUN,,Abend:82
Abend,Dat,Plur,,,NOUN,,Abenden:3
Abendansicht,Dat,Sing,Fem,,NOUN,,Abendansicht:1
Abendblatt,Dat,Sing,Neut,,NOUN,,Abendblatt:6
Abendessen,Dat,Sing,Neut,,NOUN,,Abendessen:3
Abendessen,Acc,Sing,Neut,,NOUN,,Abendessen:1
Abendjournal,Acc,Sing,Neut,,PROPN,,Abendjournal:1
Abendkleid,Dat,Sing,Neut,,NOUN,,Abendkleid:1
Abendmahl,Acc,Sing,Neut,,NOUN,,Abendmahl:1
Abendschule,Dat,Sing,Fem,,NOUN,,Abendschule:1
Abendstunde,Dat,Plur,,,NOUN,,Abendstunden:10
Abendstunde,Acc,Plur,,,NOUN,,Abendstunden:2
Abendzeit,Dat,Sing,Fem,,NOUN,,Abendzeit:1
Abenteuer,Acc,Plur,,,NOUN,,Abenteuer:2
Abenteuer,Acc,Sing,Fem,,NOUN,,Abenteuer:1
Abenteuer,Acc,Sing,Neut,,NOUN,,Abenteuer:2
Abenteuerfilm,Dat,Sing,Masc,,NOUN,,Abenteuerfilm:1
Abenteuerlust,Dat,Sing,Fem,,NOUN,,Abenteuerlust:1
Abenteurer,Dat,Plur,,,NOUN,,Abenteurern:1
Aberdeen,Acc,Sing,Neut,,PROPN,,Aberdeen:1
Aberglaube,Dat,Sing,Masc,,NOUN,,Aberglauben:1
Aberkennung,Acc,Sing,Fem,,NOUN,,Aberkennung:2
Abetz,Dat,Sing,Masc,,PROPN,,Abetz:1
Abfahrt,Dat,Sing,Fem,,NOUN,,Abfahrt:2
Abfahrtzeit,Dat,Plur,,,NOUN,,Abfahrtzeiten:1
Abfall,Acc,Sing,Masc,,NOUN,,Abfall:3
Abfall,Dat,Sing,Masc,,NOUN,,Abfall:2
Abfall,Acc,Plur,,,NOUN,,Abfälle:1
Abfall,Dat,Plur,,,NOUN,,Abfällen:1
Abfall-Erzeuger,Acc,Plur,,,NOUN,,Abfall-Erzeuger:1
Abfalleimer,Acc,Sing,Masc,,NOUN,,Abfalleimer:1
Abfallgebühr,Acc,Sing,Fem,,NOUN,,Abfallgebühr:1
Abfallprodukt,Dat,Sing,Neut,,NOUN,,Abfallprodukte:1
Abfalltonne,Dat,Plur,,,NOUN,,Abfalltonnen:1
Abfangen,Dat,Sing,Neut,,NOUN,,Abfangen:2
Abfassung,Acc,Sing,Fem,,NOUN,,Abfassung:1
Abfassung,Dat,Sing,Fem,,NOUN,,Abfassung:1
Abfertigung,Dat,Sing,Fem,,NOUN,,Abfertigung:1
Abfeuern,Dat,Sing,Neut,,NOUN,,Abfeuern:1
Abfindung,Acc,Sing,Fem,,NOUN,,Abfindung:14
Abfindung,Dat,Sing,Fem,,NOUN,,Abfindung:5
Abfindung,Acc,Plur,,,NOUN,,Abfindungen:3
Abfindung,Dat,Plur,,,NOUN,,Abfindungen:1
Abfindungsangebot,Dat,Sing,Neut,,NOUN,,Abfindungsangebot:1
Abfindungsfaktor,Dat,Sing,Masc,,NOUN,,Abfindungsfaktor:1
Abfindungskondition,Dat,Plur,,,NOUN,,Abfindungskonditionen:1
Abfindungsregelung,Acc,Sing,Fem,,NOUN,,Abfindungsregelung:1
Abfindungsvorschlag,Dat,Plur,,,NOUN,,Abfindungsvorschlägen:1
Abfindungszahlung,Dat,Plur,,,NOUN,,Abfindungszahlungen:1
Abflachen,Dat,Sing,Neut,,NOUN,,Abflachen:1
Abflachung,Acc,Sing,Fem,,NOUN,,Abflachung:1
Abflug,Dat,Sing,Masc,,NOUN,,Abflug:1
Abfluß,Acc,Sing,Masc,,NOUN,,Abfluss:1
Abfolge,Dat,Sing,Fem,,NOUN,,Abfolge:2
Abfolge,Acc,Sing,Fem,,NOUN,,Abfolge:1
Abformtechnik,Acc,Sing,Fem,,NOUN,,Abformtechnik:1
Abfrage,Dat,Sing,Fem,,NOUN,,Abfrage:8
Abfrage,Acc,Sing,Fem,,NOUN,,Abfrage:7
Abfrage,Acc,Plur,,,NOUN,,Abfragen:2
Abfrage-Software,Dat,Sing,Fem,,NOUN,,Abfrage-Software:1
Abfragemöglichkeit,Acc,Sing,Fem,,NOUN,,Abfragemöglichkeit:1
Abfrageoberfläche,Dat,Sing,Fem,,NOUN,,Abfrageoberfläche:1
Abfrageseite,Dat,Plur,,,NOUN,,Abfrageseiten:1
Abfragesyntax,Dat,Sing,Fem,,NOUN,,Abfragesyntax:1
Abfuhr,Acc,Sing,Fem,,NOUN,,Abfuhr:1
Abführen,Acc,Sing,Neut,,NOUN,,Abführen:1
Abfüllkapazitäten,Dat,Plur,,,NOUN,,Abfüllkapazitäten:1
Abgabe,Dat,Sing,Fem,,NOUN,,Abgabe:19
Abgabe,Acc,Sing,Fem,,NOUN,,Abgabe:32
Abgabe,Acc,Plur,,,NOUN,,Abgaben:5
Abgabe,Dat,Plur,,,NOUN,,Abgaben:3
Abgaben-Keule,Acc,Sing,Fem,,NOUN,,Abgaben-Keule:1
Abgabenplan,Acc,Plur,,,NOUN,,Abgabenpläne:1
Abgabenrecht,Dat,Sing,Neut,,NOUN,,Abgabenrecht:1
Abgabepflicht,Dat,Sing,Fem,,NOUN,,Abgabepflicht:3
Abgabeschluß,Dat,Sing,Masc,,NOUN,,Abgabeschluss:1
Abgabetermin,Acc,Sing,Masc,,NOUN,,Abgabetermin:1
Abgang,Acc,Sing,Masc,,NOUN,,Abgang:3
Abgang,Dat,Sing,Masc,,NOUN,,Abgang:2
Abgang,Acc,Plur,,,NOUN,,Abgänge:1
Abgang,Dat,Plur,,,NOUN,,Abgängen:1
Abgas,Acc,Plur,,,NOUN,,Abgase:1
Abgasprüfung,Acc,Plur,,,NOUN,,Abgasprüfungen:1
Abgasstrom,Dat,Sing,Masc,,NOUN,,Abgasstrom:1
Abgeordente,Dat,Plur,,,NOUN,,Abgeordenten:1
Abgeordnet,Acc,Plur,,,NOUN,,Abgeordneten:7
Abgeordnet,Dat,Plur,,,NOUN,,Abgeordneten:15
Abgeordnete,Dat,Plur,,,NOUN,,Abgeordneten:4
Abgeordnete,Acc,Plur,,,NOUN,,Abgeordnete:2
Abgeordnete,Dat,Sing,Neut,,NOUN,,Abgeordneten:1
Abgeordnetenbüro,Dat,Plur,,,NOUN,,Abgeordnetenbüros:1
Abgeordnetenhaus,Dat,Sing,Neut,,NOUN,,Abgeordnetenhaus:4
Abgeordnetenhaus,Acc,Sing,Neut,,NOUN,,Abgeordnetenhaus:1
Abgeordnetenhaus-Wahl,Dat,Sing,Fem,,NOUN,,Abgeordnetenhaus-Wahl:1
Abgeordnetenhauswahl,Dat,Sing,Fem,,NOUN,,Abgeordnetenhauswahl:1
Abgeordneter,Dat,Plur,,,NOUN,,Abgeordneten:1
Abgesandt,Dat,Sing,Masc,,NOUN,,Abgesandten:1
Abgesandt,Dat,Plur,,,NOUN,,Abgesandten:1
Abgesandt,Acc,Sing,Masc,,NOUN,,Abgesandten:1
Abgesang,Acc,Sing,Masc,,NOUN,,Abgesang:2
Abgeschiedenheit,Dat,Sing,Fem,,NOUN,,Abgeschiedenheit:1
Abgleich,Acc,Sing,Masc,,NOUN,,Abgleich:2
Abgleich,Dat,Sing,Masc,,NOUN,,Abgleich:2
Abgleich,Dat,Sing,,,NOUN,,Abgleich:2
Abgleichen,Dat,Sing,Neut,,NOUN,,Abgleichen:1
Abgleichfenster,Acc,Sing,Neut,,NOUN,,Abgleichfenster:1
Abgleichung,Dat,Sing,Fem,,NOUN,,Abgleichung:1
Abgleichung,Acc,Plur,,,NOUN,,Abgleichungen:1
Abgrenzung,Acc,Sing,Fem,,NOUN,,Abgrenzung:3
Abgrund,Acc,Sing,Masc,,NOUN,,Abgrund:2
Abgrund,Dat,Sing,Masc,,NOUN,,Abgrund:1
Abhandlung,Acc,Sing,Fem,,NOUN,,Abhandlung:1
Abhang,Dat,Plur,,,NOUN,,Abhängen:1
Abhebung,Acc,Plur,,,NOUN,,Abhebungen:1
Abhilfe,Acc,Sing,Fem,,NOUN,,Abhilfe:4
Abholadresse,Acc,Sing,Fem,,NOUN,,Abholadresse:1
Abholen,Dat,Sing,Neut,,NOUN,,Abholen:3
Abholen,Acc,Sing,Neut,,NOUN,,Abholen:1
Abholtermin,Acc,Sing,Masc,,NOUN,,Abholtermin:1
Abholung,Dat,Sing,Fem,,NOUN,,Abholung:4
Abhorrence,Acc,Sing,Neut,,PROPN,,Abhorrence:1
Abhängigkeit,Acc,Sing,Fem,,NOUN,,Abhängigkeit:14
Abhängigkeit,Dat,Sing,Fem,,NOUN,,Abhängigkeit:18
Abhängigkeit,Acc,Plur,,,NOUN,,Abhängigkeiten:2
Abhängigkeit,Dat,Plur,,,NOUN,,Abhängigkeiten:3
Abhör-Puzzle,Acc,Sing,Neut,,NOUN,,Abhör-Puzzle:1
Abhöraktion,Dat,Plur,,,NOUN,,Abhöraktionen:2
Abhöraktion,Dat,Sing,Fem,,NOUN,,Abhöraktion:1
Abhörangelegenheit,Dat,Plur,,,NOUN,,Abhörangelegenheiten:1
Abhöranlage,Acc,Plur,,,NOUN,,Abhöranlagen:1
Abhörbefugnis,Acc,Plur,,,NOUN,,Abhörbefugnisse:2
Abhörbestimmung,Acc,Plur,,,NOUN,,Abhörbestimmungen:1
Abhören,Acc,Sing,Neut,,NOUN,,Abhören:29
Abhören,Dat,Sing,Neut,,NOUN,,Abhören:27
Abhörer,Acc,Sing,Masc,,NOUN,,Abhörer:1
Abhörfragen,Dat,Sing,Neut,,NOUN,,Abhörfragen:1
Abhörgerät,Dat,Plur,,,NOUN,,Abhörgeräten:2
Abhörgerät,Acc,Sing,Neut,,NOUN,,Abhörgerät:1
Abhörgesetz,Dat,Sing,Neut,,NOUN,,Abhörgesetz:1
Abhörgesetzgebung,Dat,Sing,Fem,,NOUN,,Abhörgesetzgebung:1
